audit_id,image_file,question,gold_answer,clean_answer,probe_results_json,clean_correct,visual_fragile,language_persistence,alignment_instability,label6,insufficient_or_contradictory
audit_0045,images/audit_0045.png,Is there a bowl in the image?,yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0046,images/audit_0046.png,"According to the table, in 2021, did Germany have the highest GDP?",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0047,images/audit_0047.png,What is this?,candle,candle,"[{""probe"":""blank"",""answer"":""gray background"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""candle"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""candle"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""candle"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""candle on candlestick holder"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""candle"",""applicable"":true,""valid"":true}]",,,,,,
audit_0048,images/audit_0048.png,What color is this?,blue white grey stripes,blue,"[{""probe"":""blank"",""answer"":""gray"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""black"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""blue"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""dark blue or gray with white stripes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""blue"",""applicable"":true,""valid"":true}]",,,,,,
audit_0049,images/audit_0049.png,Is there a bear in the image?,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0050,images/audit_0050.png,The car is below the parking meter.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0051,images/audit_0051.png,Is there a person in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0052,images/audit_0052.png,what is the number on the building that is yupacai college in prescott arizona ,unanswerable,The number on the building is 3.,"[{""probe"":""blank"",""answer"":""i do not have ability to see image so i cannot tell you number on building for yupacai college in prescott arizona"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""i cannot determine number on building because image provided is too blurry to read any specific details"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""i cannot determine number on building from image provided nor can i confirm if it is yupacai college in prescott arizona"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""i do not have number on building that is yupacai college in prescott arizona based on image provided"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""3"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""number on building is 3"",""applicable"":true,""valid"":true}]",,,,,,
audit_0053,images/audit_0053.png,Is this monitor on or off?,on,on,"[{""probe"":""blank"",""answer"":""off"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""on"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""on"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""on"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""on"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""on"",""applicable"":true,""valid"":true}]",,,,,,
audit_0054,images/audit_0054.png,What numbers are on my lock right now?,unanswerable,I cannot see any lock or numbers in the image provided.,"[{""probe"":""blank"",""answer"":""i cannot see your lock so i do not know what numbers are on it"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""i cannot see any numbers on lock in image provided"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""i cannot see any lock or numbers in image provided"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""i cannot see any lock or numbers in image provided"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""i cannot see any lock or numbers in this image"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""i cannot see any numbers on lock in image provided"",""applicable"":true,""valid"":true}]",,,,,,
audit_0055,images/audit_0055.png,What does it say?,unanswerable,"The text is a message from an organization that refurbishes and donates computers.

**Concise Summary:**

The organization refurbishes and donates computers, funded partly by donations. They are grateful for contributors like GW Micco and others. They offer computers to visually impaired individuals and others, and the service is largely free, though there is a \$100 charge for covering packing, shipping, and replacement parts.","[{""probe"":""blank"",""answer"":""image provided is solid gray color and contains no discernible text"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""i am sorry but image provided is heavily blurred and i cannot read any of text or discern what it says"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""text describes program where donated computers are refurbished by volunteers and given to people with visual impairments it mentions origin of computers process and cost 100 charge for packing shipping and replacement parts otherwise free"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""provided text is snippet from document likely newsletter or informational piece that discusses volunteers and contributions mentioning volunteers and involvement of users group gw micro expressing gratitude to gw micro for their generosity which involves providing computers to top dot enterprises computer training mentioning microsoft authorized refurbishers and computer training computer distribution stating that computers have been sent to various states and countries canada india peru bhutan pakistan malaysia zimbabwe accessibility discussing use of computers for visually impaired individuals including use of audio cassettes for learning shipping costs mentioning that shipping and replacement are free in short it is update about computer donations distribution to various locations and support for visually impaired users"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""text describes computer refurbishment program that donates refurbished pcs mentioning its history volunteers involved and details on how to receive computer including 100 charge for certain items"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""text is message from organization that refurbishes and donates computers concise summary organization refurbishes and donates computers funded partly by donations with 100 donation mentioned they are grateful for support and offer computers to those in need particularly visually impaired individuals they provide training and support for donated equipment"",""applicable"":true,""valid"":true}]",,,,,,
audit_0056,images/audit_0056.png,Is there a motorcycle in the image?,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0057,images/audit_0057.png,Is there a bicycle in the image?,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0058,images/audit_0058.png,Who is answering my question?,unanswerable,I am Gemma 4.,"[{""probe"":""blank"",""answer"":""i am large language model trained by google"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""i am gemma 4"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""i am gemma 4 large language model developed by google deepmind"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""i am gemma 4"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""large language model"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""i am gemma 4 large language model developed by google deepmind"",""applicable"":true,""valid"":true}]",,,,,,
audit_0059,images/audit_0059.png,What is the expiry date on this product? What is the barcode ..... ,unanswerable,I cannot determine the expiry date or provide information about the barcode from the image provided. The image is too cropped and does not clearly show those details.,"[{""probe"":""blank"",""answer"":""i am sorry but you have provided image that is solid gray color and does not contain any visible product information expiry date or barcode therefore i cannot answer your questions"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""i am sorry but image provided is too blurry for me to read expiry date or barcode"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""i cannot determine expiry date or provide full description of barcode from image provided as text and specific details are too blurry or obscured"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""i cannot determine expiry date or read full barcode from provided image because image is blurry and relevant information is not clearly legible"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""expiry date is not visible barcode number is 41000 00652"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""i cannot determine expiry date or provide information about barcode from image provided image is too cropped and blurry to read those details"",""applicable"":true,""valid"":true}]",,,,,,
audit_0060,images/audit_0060.png,Is there a potted plant in the image?,yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0061,images/audit_0061.png,The cat is at the edge of the sink.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0062,images/audit_0062.png,The car is in front of the cat.,true,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0063,images/audit_0063.png,The car is behind the suitcase.,true,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0064,images/audit_0064.png,"According to the table, In 2023, did Syria have higher population growth than United Kingdom?",yes,no,"[{""probe"":""blank"",""answer"":""unknown"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0065,images/audit_0065.png,The remote is at the edge of the bed.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0066,images/audit_0066.png,The parking meter is in front of the car.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0067,images/audit_0067.png,The bed is under the suitcase.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0068,images/audit_0068.png,"Homer Simpson comes out of the bushes. According to the positive sequence of the images, are they in the correct order?",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0069,images/audit_0069.png,Are these two men in the images different height? Yes or No,yes,Yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0070,images/audit_0070.png,The cat is at the edge of the sink.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0071,images/audit_0071.png,The backpack is beside the cat.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0072,images/audit_0072.png,The cat is facing the backpack.,true,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0073,images/audit_0073.png,Does the black line align with the blue line? Yes or No,yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0074,images/audit_0074.png,The microwave is touching the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0075,images/audit_0075.png,"According to the image, does the Euler's Number 'e' range from 2.72 to 2.73?",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0076,images/audit_0076.png,The cat is at the edge of the sink.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0077,images/audit_0077.png,The cat is inside the suitcase.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0078,images/audit_0078.png,"According to the chart, is China the third largest country by land area in the world?",no,no,"[{""probe"":""blank"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0079,images/audit_0079.png,Are these two men in the images different height? Yes or No,no,Yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0080,images/audit_0080.png,The suitcase is far from the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0081,images/audit_0081.png,The car is under the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0082,images/audit_0082.png,"According to the positive sequence of the images, is the blue car moving forward?",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0083,images/audit_0083.png,The cat is on top of the suitcase.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0084,images/audit_0084.png,The cat is facing away from the toilet.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0085,images/audit_0085.png,"According to the positive sequence of the images, does the temperature increase?",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0086,images/audit_0086.png,The suitcase contains the cat.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0087,images/audit_0087.png,The cat is touching the bed.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0088,images/audit_0088.png,"According to the image, did the United States suffer the greatest number of total deaths in World War II, with China having the second-highest?",yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0089,images/audit_0089.png,The image shows a color illusion. Are two circles in the image different color? Yes or No,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0090,images/audit_0090.png,The book is parallel to the bed.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0091,images/audit_0091.png,The book is beside the cat.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0092,images/audit_0092.png,The car is facing away from the parking meter.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
